12,180
180,181
181,183
183,182
182,184
184,185
185,186
186,187
187,188
188,189
189,190
190,66
66,191
191,192
192,226
226,227
12,11
180,201
201,202
202,10
202,203
203,204
204,205
205,206
206,207
203,183
181,194
193,194
193,129
194,195
195,196
196,197
197,198
198,199
199,200
198,217
217,218
218,219
204,209
209,210
210,211
211,212
212,220
56,220
220,213
213,214
214,190
213,189
189,199
199,218
212,208
208,188
188,198
211,207
207,187
187,197
197,216
216,128
215,216
210,206
206,186
185,196
196,215
205,184
204,182
66,221
221,222
222,179
66,223
223,224
224,225
224,191
181,6
6,194
180,2
2,181
183,3
203,3
202,4
201,4
10,8
8,202
202,16
16,203
203,14
203,18
203,22
183,21
21,182
22,204
183,24
182,25
182,26
26,73
73,74
74,75
75,76
76,77
77,78
78,195
182,91
91,92
92,94
94,93
93,95
95,96
96,97
97,98
98,99
99,100
100,195
185,102
103,196
196,107
196,110
196,106
196,109
196,105
195,109
195,105
195,84
194,83
129,81
193,81
209,28
210,36
38,210
38,206
206,40
40,186
32,205
205,34
34,184
203,19
19,204
211,42
42,207
207,44
44,187
211,46
212,48
212,53
211,48
211,53
208,52
51,187
51,188
213,59
59,189
213,60
60,214
213,62
190,58
58,189
66,65
214,63
66,68
68,190
71,194
181,71
196,122
122,197
119,196
185,119
187,120
120,197
136,197
136,187
197,138
198,142
197,142
187,140
140,188
188,141
141,198
198,155
155,217
199,156
216,145
128,147
145,147
190,200
200,219
200,165
165,219
189,163
190,163
189,162
162,199
185,103
215,110
216,127
127,128
180,5
